Entity Class,Name Key,Short Name Key,Description Key,Manufacturer,Size,Grade,Class,Health,Yaw Speed,Yaw Time To Full Speed,Yaw Accel Decay,Pitch Speed,Pitch Time To Full Speed,Pitch Accel Decay
misc_reliant_sen_sensor_mount,item_NameMISC_Reliant_Sen_Wing_Mount,,item_DescMISC_Reliant_Sen_Wing_Mount,MISC,4,1,GunTurret,1000,95,0.3,5,95,0.3,5
misc_reliant_wing_dual_turret_s4,item_NameMISC_Reliant_Wing_Dual_Turret,,item_DescMISC_Reliant_Wing_Dual_Turret,MISC,4,1,GunTurret,1000,95,0.3,5,95,0.3,5
misc_starlancer_dual_gimbal,item_NameBEHR_PC2_Dual_S4,,item_DescBEHR_PC2_Dual_S4,,6,1,NoseMounted,600,50,0.3,5,50,0.3,5
misc_starlancer_tac_missile_gimbal_r,item_NameBEHR_PC2_Dual_S4,,item_DescBEHR_PC2_Dual_S4,,4,1,GunTurret,600,50,0.3,5,50,0.3,5
misc_starlancer_tac_missile_gimbal,item_NameBEHR_PC2_Dual_S4,,item_DescBEHR_PC2_Dual_S4,,4,1,GunTurret,600,50,0.3,5,50,0.3,5
mount_gimbal_behr_ballisticgatling_hornet_bespoke,item_NameBEHR_Mount_Gimbal_BallisticGatling_Hornet_Bespoke,,item_DescBEHR_Mount_Gimbal_BallisticGatling_Hornet_Bespoke,BEHR,4,1,GunTurret,1024,80,0.3,5,80,0.3,5
mount_gimbal_mining_mpuv,,,,,1,1,GunTurret,5000,50,0.3,5,50,0.3,5
mount_gimbal_mining,,,,,1,1,GunTurret,5000,50,0.3,5,50,0.3,5
mount_gimbal_s1_nosafety,item_NameMount_Gimbal_S1,,item_DescMount_Gimbal_S1,FFSY,1,1,GunTurret,525,80,0.3,5,80,0.3,5
mount_gimbal_s1_tractor,item_NameMount_Gimbal_S1,,item_DescMount_Gimbal_S1,FFSY,1,1,GunTurret,525,80,0.3,5,80,0.3,5
mount_gimbal_s1,item_NameMount_Gimbal_S1,,item_DescMount_Gimbal_S1,FFSY,1,1,GunTurret,525,80,0.3,5,80,0.3,5
mount_gimbal_s2_mining,item_NameMount_Gimbal_S2,,item_DescMount_Gimbal_S2,FFSY,2,1,GunTurret,100,80,0.3,5,80,0.3,5
mount_gimbal_s2_tractor,item_NameMount_Gimbal_S2,,item_DescMount_Gimbal_S2,FFSY,2,1,GunTurret,850,80,0.3,5,80,0.3,5
mount_gimbal_s2_vncl_blade,item_NameMount_Gimbal_S2,,item_DescMount_Gimbal_S2,FFSY,2,1,GunTurret,850,80,0.3,5,80,0.3,5
mount_gimbal_s2_vng_s2,item_NameMount_Gimbal_S2,,item_DescMount_Gimbal_S2,FFSY,2,1,GunTurret,850,80,0.3,5,80,0.3,5
mount_gimbal_s2,item_NameMount_Gimbal_S2,,item_DescMount_Gimbal_S2,FFSY,2,1,GunTurret,850,80,0.3,5,80,0.3,5
mount_gimbal_s3_315p,item_NameMount_Gimbal_S3,,item_DescMount_Gimbal_S3,FFSY,3,1,GunTurret,1024,80,0.3,5,80,0.3,5
mount_gimbal_s3_allsizes,item_NameMount_Gimbal_S3,,item_DescMount_Gimbal_S3,FFSY,3,1,GunTurret,1024,80,0.3,5,80,0.3,5
mount_gimbal_s3_perseus_bottom_left,item_NameMount_Gimbal_S3,,item_DescMount_Gimbal_S3,FFSY,3,1,GunTurret,1024,80,0.3,5,80,0.3,5
mount_gimbal_s3_perseus_bottom,item_NameMount_Gimbal_S3,,item_DescMount_Gimbal_S3,FFSY,3,1,GunTurret,1024,80,0.3,5,80,0.3,5
mount_gimbal_s3_perseus_remote_l,item_NameMount_Gimbal_S3,,item_DescMount_Gimbal_S3,FFSY,3,1,GunTurret,1024,80,0.3,5,80,0.3,5
mount_gimbal_s3_perseus_remote_r,item_NameMount_Gimbal_S3,,item_DescMount_Gimbal_S3,FFSY,3,1,GunTurret,1024,80,0.3,5,80,0.3,5
mount_gimbal_s3_perseus_right,item_NameMount_Gimbal_S3,,item_DescMount_Gimbal_S3,FFSY,3,1,GunTurret,1024,80,0.3,5,80,0.3,5
mount_gimbal_s3_perseus,item_NameMount_Gimbal_S3,,item_DescMount_Gimbal_S3,FFSY,3,1,GunTurret,1024,80,0.3,5,80,0.3,5
mount_gimbal_s3_polaris,item_NameMount_Gimbal_S3,,item_DescMount_Gimbal_S3,FFSY,3,1,GunTurret,1024,80,0.3,5,80,0.3,5
mount_gimbal_s3_vncl_blade,item_NameMount_Gimbal_S3,,item_DescMount_Gimbal_S3,FFSY,3,1,GunTurret,1024,80,0.3,5,80,0.3,5
mount_gimbal_s3,item_NameMount_Gimbal_S3,,item_DescMount_Gimbal_S3,FFSY,3,1,GunTurret,1024,80,0.3,5,80,0.3,5
mount_gimbal_s4_crus_intrepid,item_NameMount_Gimbal_S4,,item_DescMount_Gimbal_S4,FFSY,4,1,GunTurret,1650,80,0.3,5,80,0.3,5
mount_gimbal_s4_orig_m80,item_NameMount_Gimbal_S4,,item_DescMount_Gimbal_S4,FFSY,4,1,GunTurret,1650,80,0.3,5,80,0.3,5
mount_gimbal_s4_paladin_turret,item_NameMount_Gimbal_S4,,item_DescMount_Gimbal_S4,FFSY,4,1,GunTurret,1650,80,0.3,5,80,0.3,5
mount_gimbal_s4_polaris,item_NameMount_Gimbal_S4,,item_DescMount_Gimbal_S4,FFSY,4,1,GunTurret,1650,80,0.3,5,80,0.3,5
mount_gimbal_s4_vncl_stinger,item_NameMount_Gimbal_S4,,item_DescMount_Gimbal_S4,VNCL,4,1,GunTurret,1650,80,0.3,5,80,0.3,5
mount_gimbal_s4_wolf,item_NameMount_Gimbal_S4,,item_DescMount_Gimbal_S4,FFSY,4,1,GunTurret,800,80,0.3,5,80,0.3,5
mount_gimbal_s4,item_NameMount_Gimbal_S4,,item_DescMount_Gimbal_S4,FFSY,4,1,GunTurret,1650,80,0.3,5,80,0.3,5
mount_gimbal_s5_invsi,item_NameMount_Gimbal_S5,,item_DescMount_Gimbal_S5,FFSY,5,1,GunTurret,2640,80,0.3,5,80,0.3,5
mount_gimbal_s5_orig_m80,item_NameMount_Gimbal_S5,,item_DescMount_Gimbal_S5,FFSY,5,1,GunTurret,2640,80,0.3,5,80,0.3,5
mount_gimbal_s5_rsi_meteor,item_NameMount_Gimbal_S5,,item_DescMount_Gimbal_S5,FFSY,5,1,GunTurret,2640,80,0.3,5,80,0.3,5
mount_gimbal_s5,item_NameMount_Gimbal_S5,,item_DescMount_Gimbal_S5,FFSY,5,1,GunTurret,2640,80,0.3,5,80,0.3,5
mount_gimbal_s6_mauler,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,6,1,GunTurret,4224,35,0.6,5,35,0.6,5
mount_gimbal_s6_polaris_right,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,6,1,GunTurret,4224,35,0.6,5,35,0.6,5
mount_gimbal_s6_polaris,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,6,1,GunTurret,4224,35,0.6,5,35,0.6,5
mount_gimbal_s6,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,6,1,GunTurret,4224,80,0.3,5,80,0.3,5
mount_gimbal_s7_idris,item_NameMount_Gimbal_S7,,item_DescMount_Gimbal_S7,FFSY,7,1,GunTurret,6750,80,0.3,100,80,0.3,100
mount_gimbal_s7_mauler,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,7,1,GunTurret,6750,80,0.3,100,80,0.3,100
mount_gimbal_s7_tiburon,item_NameMount_Gimbal_S7,,item_DescMount_Gimbal_S7,FFSY,7,1,GunTurret,6750,80,0.3,100,80,0.3,100
mount_gimbal_s7,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,7,1,GunTurret,6750,80,0.3,100,80,0.3,100
mount_gimbal_s8_mauler,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,8,1,GunTurret,10240,25,0.6,5,25,0.6,5
mount_gimbal_s8_perseus_bottom,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,8,1,GunTurret,10240,25,0.6,5,25,0.6,5
mount_gimbal_s8_perseus,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,8,1,GunTurret,10240,25,0.6,5,25,0.6,5
mount_gimbal_s8,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,8,1,GunTurret,10240,80,0.3,5,80,0.3,5
mount_gimbal_s9_mauler,item_NameMount_Gimbal_S6,,item_DescMount_Gimbal_S6,FFSY,9,1,GunTurret,6750,80,0.3,100,80,0.3,100
mount_gimbal_salvage,,,,,1,1,GunTurret,5000,50,0.3,5,50,0.3,5
mrai_pulse_mount_gimbal_s2,item_NameXNAA_SanTokYai_Mount_Gimbal,,item_DescXNAA_SanTokYai_Mount_Gimbal,MRAI,2,1,GunTurret,850,35,0.3,5,35,0.3,13
orig_600i_scitem_remote_turret_bottom_exec_s5,item_Name_Turret_Remote,,item_Name_Turret_Remote,,5,1,GunTurret,10000,95,0.3,5,95,0.3,5
orig_600i_scitem_remote_turret_bottom_s5,item_Name_Turret_Remote,,item_Name_Turret_Remote,,5,1,GunTurret,10000,95,0.3,5,95,0.3,5
orig_600i_scitem_remote_turret_exec_s5,item_Name_Turret_Remote,,item_Name_Turret_Remote,,5,1,GunTurret,10000,95,0.3,5,95,0.3,5
orig_600i_scitem_remote_turret_s5,item_Name_Turret_Remote,,item_Name_Turret_Remote,,5,1,GunTurret,10000,95,0.3,5,95,0.3,5
orig_85x_turret,item_NameORIG_85X_Turret,,item_DescORIG_85X_Turret,ORIG,3,1,GunTurret,,50,0.3,5,50,0.3,5
orig_890j_scitem_remote_turret_2_s5,item_Name_Turret_Remote,,item_Name_Turret_Remote,ORIG,5,1,GunTurret,10000,95,0.3,5,95,0.3,5
orig_890j_scitem_remote_turret_missile_lower_left,itemPort_hardpoint_turret,,item_Name_Turret_Remote,ORIG,5,1,MissileTurret,15000,95,0.3,5,95,0.3,5
orig_890j_scitem_remote_turret_missile_lower_right,itemPort_hardpoint_turret,,item_Name_Turret_Remote,ORIG,5,1,MissileTurret,15000,95,0.3,5,95,0.3,5
orig_890j_scitem_remote_turret_missile_top_left,itemPort_hardpoint_turret,,item_Name_Turret_Remote,ORIG,5,1,MissileTurret,15000,95,0.3,5,95,0.3,5
orig_890j_scitem_remote_turret_missile_top_right,itemPort_hardpoint_turret,,item_Name_Turret_Remote,ORIG,5,1,MissileTurret,15000,95,0.3,5,95,0.3,5
orig_890j_scitem_remote_turret_s5,item_Name_Turret_Remote,,item_Name_Turret_Remote,ORIG,5,1,GunTurret,10000,95,0.3,5,95,0.3,5
rsi_perseus_remote_turret_bottom_s3,item_Name_Turret_Remote,,item_Desc_Turret_Remote,RSI,3,1,BottomTurret,15000,95,0.3,5,95,0.3,5
rsi_perseus_remote_turret_top_s3,item_Name_Turret_Remote,,item_Desc_Turret_Remote,RSI,3,1,TopTurret,15000,95,0.3,5,95,0.3,5
rsi_salvation_salvage_arm_left,itemPort_port_SalvageArmL,,,,1,1,,5000,15,0.3,5,15,0.3,5
rsi_salvation_salvage_arm_right,itemPort_port_SalvageArmR,,,,1,1,,5000,15,0.3,5,15,0.3,5
rsi_zeus_remote_turret_bottom_s3,item_Name_Turret_Remote,,item_Desc_Turret_Remote,RSI,3,1,BottomTurret,8000,95,0.3,5,95,0.3,5
rsi_zeus_remote_turret_top_s3,item_Name_Turret_Remote,,item_Desc_Turret_Remote,RSI,3,1,TopTurret,8000,95,0.3,5,95,0.3,5
xnaa_santokyai_mount_gimbal_s3,item_NameXNAA_SanTokYai_Mount_Gimbal,,item_DescXNAA_SanTokYai_Mount_Gimbal,XNAA,3,1,GunTurret,150,35,0.3,5,35,0.3,5
tmbl_cyclone_module_mt,itemPort_hardpoint_turret,,,TMBL,3,1,MannedTurret,1000,95,0.3,5,95,0.3,5
tmbl_cyclone_module_turret,itemPort_hardpoint_turret,,,TMBL,3,1,MannedTurret,,95,0.3,5,95,0.3,5
tmbl_storm_aa_module,item_NameTMBL_Storm_Turret,item_DescTMBL_Storm_Turret,,TMBL,3,1,TopTurret,1000,,,,50,0.3,5
anvl_ballista_remote_rear_turret,itemPort_hardpoint_turret,,,ANVL,9,1,MissileTurret,2000,95,0.3,5,95,0.3,5
anvl_ballista_remote_top_turret,itemPort_hardpoint_turret,,item_Desc_Turret_Remote,ANVL,4,1,BallTurret,8000,95,0.3,5,95,0.3,5
anvl_centurion_remote_top_turret,itemPort_hardpoint_turret,,item_Desc_Turret_Remote,ANVL,4,1,BallTurret,200,95,0.3,5,95,0.3,5
anvl_centurion_s4_turret,itemPort_hardpoint_turret,,,ANVL,9,1,GunTurret,2000,95,0.3,5,95,0.3,5
anvl_spartan_remote_top_turret,itemPort_hardpoint_turret,,item_Desc_Turret_Remote,ANVL,4,1,BallTurret,,95,0.3,5,95,0.3,5
grin_mxc_turret,itemPort_hardpoint_turret,,,RSI,1,1,BallTurret,500,150,0.3,5,150,0.3,5
rsi_lynx_ball_turret,itemPort_hardpoint_turret,,,RSI,1,1,BallTurret,,150,0.3,5,150,0.3,5
rsi_ursa_rover_scitem_ballturret,itemPort_hardpoint_turret,,,RSI,2,1,BallTurret,,150,0.3,5,150,0.3,5
tmbl_nova_main_turret,itemPort_hardpoint_turret,,item_Desc_Turret_Remote,TMBL,5,1,GunTurret,20000,25,0.3,5,25,0.3,5
tmbl_nova_remote_gun_turret,itemPort_hardpoint_turret,,item_Desc_Turret_Remote,TMBL,4,1,BallTurret,1000,95,0.3,5,95,0.3,5
tmbl_storm_main_turret,item_NameTMBL_Storm_Turret,item_DescTMBL_Storm_Turret,item_Desc_Turret_Remote,TMBL,3,1,TopTurret,14500,100,0.3,5,100,0.3,5
turret_aa_ground_destructible_pu_hos_distortionscatter,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_aa_ground_destructible_pu_psectoninetails_distortionscatter,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_antipersonnel_brra_ground,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,400,45,0.3,5,45,0.3,5
turret_automated_apar_aa_ground_destructable_pu,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,1000,90,0.3,5,180,0.3,5
turret_automated_brra_ap_ground_asd,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,400,45,0.3,5,45,0.3,5
turret_automated_kbar_aa_ground_destructible_advocacy,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_destructible_pu_civ_lawful,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_destructible_pu_civ_semilawful_rn,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_destructible_pu_civ_semilawful,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_destructible_pu_hos_outpost,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_destructible_pu_hos,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_destructible_pu_ninetails_factionchangeable,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_destructible_pu_ninetails,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_destructible_pu_outpost,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_destructible_pu_psectoninetails,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_destructible_pu_securitynetwork,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_destructible_template,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_destructible_uee,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_pu_civ_lawful,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,5000,120,0.3,5,120,0.3,5
turret_automated_kbar_aa_ground_pu_civ_semilawful,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,5000,120,0.3,5,120,0.3,5
turret_automated_taln_aa_ground_missiles_destructible_hos_chemline,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,90,0.3,5,180,0.3,5
turret_automated_taln_aa_ground_missiles_destructible_hos_crusader,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,90,0.3,5,180,0.3,5
turret_automated_taln_aa_ground_missiles_destructible_hos,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,90,0.3,5,180,0.3,5
turret_automated_taln_aa_ground_missiles_destructible_psec_crusader,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,90,0.3,5,180,0.3,5
turret_automated_taln_aa_ground_missiles_destructible_psectoninetails_crusader,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,90,0.3,5,180,0.3,5
turret_automated_taln_aa_ground_missiles_destructible_pyrooutposts,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,90,0.3,5,180,0.3,5
turret_automated_taln_aa_ground_missiles_destructible_securitynetwork,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,90,0.3,5,180,0.3,5
turret_automated_taln_aa_ground_missiles_destructible_uee_citcon,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,90,0.3,5,180,0.3,5
turret_automated_taln_aa_ground_missiles_destructible_uee,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,10000,90,0.3,5,180,0.3,5
turret_unmanned_behr_s10_ground_destructible_advocacy,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,25000,45,0.3,5,45,0.3,5
turret_unmanned_behr_s10_ground_destructible_psec_crusader,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,1000000,360,0.2,5,360,0.2,5
turret_unmanned_behr_s10_ground_destructible_psectoninetails_crusader,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,1000000,360,0.2,5,360,0.2,5
turret_unmanned_behr_s10_ground_destructible_pu_hos,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,25000,45,0.3,5,45,0.3,5
turret_unmanned_behr_s10_ground_destructible_pu_psec_yaw180_left_nomissiles,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,1000000,360,0.2,5,360,0.2,5
turret_unmanned_behr_s10_ground_destructible_securitynetwork_nomissiles,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,1000000,360,0.2,5,360,0.2,5
turret_unmanned_behr_s10_ground_destructible_securitynetwork_weak,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,70000,360,0.2,5,360,0.2,5
turret_unmanned_behr_s10_ground_destructible_securitynetwork_yaw180_left,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,1000000,360,0.2,5,360,0.2,5
turret_unmanned_behr_s10_ground_destructible_securitynetwork_yaw180_nomissiles,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,1000000,360,0.2,5,360,0.2,5
turret_unmanned_behr_s10_ground_destructible_securitynetwork_yaw180_right_nomissiles,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,1000000,360,0.2,5,360,0.2,5
turret_unmanned_behr_s10_ground_destructible_securitynetwork_yaw180_right,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,1000000,360,0.2,5,360,0.2,5
turret_unmanned_behr_s10_ground_destructible_securitynetwork_yaw180,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,1000000,360,0.2,5,360,0.2,5
turret_unmanned_behr_s10_ground_destructible_securitynetwork,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,1000000,360,0.2,5,360,0.2,5
turret_unmanned_kbar_aa_ground_ea,LOC_PLACEHOLDER,,,AEGS,1,1,MannedTurret,5000,120,0.3,5,120,0.3,5
turret_unmanned_kbar_aa_ground_neu_drlct,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,5000,120,0.3,5,120,0.3,5
turret_unmanned_kbar_aa_ground_pu_hos,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,5000,120,0.3,5,120,0.3,5
turret_unmanned_kbar_aa_ground_tow_hos,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,5000,120,0.3,5,120,0.3,5
turret_unmanned_laserbeam_s12_ground_destructible_tsg,item_NameBRAA_groundturret_AA,,item_DescBRAA_groundturret_AA,AEGS,1,1,MannedTurret,100000,360,0.2,5,360,0.2,5
