Mission Class,Description Key,Contract Intel,Cooldown,Reward,Reward Currency,Time Limit,Efficiency,Mission Difficulty,Record GUID,Record Path
HaulCargo_AToB_NonMetal_Silicon_Stanton3,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,fc2c20ce-2871-4677-9128-669a90b44797,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_nonmetal_silicon_stanton3.xml
HaulCargo_AToB_NonMetal_Silicon_Stanton4_SmallGrade,HaulCargo_AtoB_desc,"Reward: 63,500 aUEC\nTime Limit: 360 min\nCooldown: 5 min",5 min,63500,UEC,360,,2,f41d9dbe-5701-411e-b172-969aa8dcc26c,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_nonmetal_silicon_stanton4_smallgrade.xml
HaulCargo_AToB_NonMetal_Silicon_Stanton4_SmallGrade1,HaulCargo_AtoB_desc,"Reward: 50,250 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,50250,UEC,300,,2,aa0c8ba7-c1d7-41e1-8231-cdf9edcf84ae,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_nonmetal_silicon_stanton4_smallgrade1.xml
HaulCargo_AToB_NonMetal_Silicon_Stanton4_SupplyGrade,HaulCargo_AtoB_desc,"Reward: 51,250 aUEC\nTime Limit: 300 min\nCooldown: 10 min",10 min,51250,UEC,300,,2,1a444c78-7c3e-4036-b6b9-f50246e1e183,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_nonmetal_silicon_stanton4_supplygrade.xml
HaulCargo_AToB_NonMetal_Silicon_Stanton4_SupplyGrade1,HaulCargo_AtoB_desc,"Reward: 56,000 aUEC\nTime Limit: 300 min\nCooldown: 10 min",10 min,56000,UEC,300,,2,a7f2c0bb-99b7-4764-a8d0-2d80a39d6702,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_nonmetal_silicon_stanton4_supplygrade1.xml
HaulCargo_AToB_NonMetal_Silicon_Stanton4,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,ebe78d26-2820-4264-abec-d20c23641d8c,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_nonmetal_silicon_stanton4.xml
HaulCargo_AToB_NonMetal_Silicon_TEMPLATE,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,2a48d43b-e8ae-4c83-ad04-10f1bfd8be8f,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_nonmetal_silicon_template.xml
HaulCargo_AToB_NonMetal_TEMPLATE,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,de40035d-2f4b-4618-b4d1-ba42e433190e,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_nonmetal_template.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_CrossStanton,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,3c95da9e-466e-4906-96fd-30f0ec8579fe,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_crossstanton.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Interstellar_SmallGrade,Covalex_HaulCargo_AToB_Stanton_Interstellar,"Reward: 40,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,40000,UEC,300,,2,37b3b7db-1b82-42a7-a16e-454acdcd60b1,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_interstellar_smallgrade.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Interstellar_SupplyGrade,Covalex_HaulCargo_AToB_Stanton_Interstellar,"Reward: 59,750 aUEC\nTime Limit: 360 min\nCooldown: 10 min",10 min,59750,UEC,360,,2,c5313602-b01e-4ddb-af9c-3fae5a73d93c,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_interstellar_supplygrade.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Interstellar,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,dd305b19-eb2f-4bf3-b4d4-4299b14e2732,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_interstellar.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Stanton_SmallGrade,HaulCargo_AtoB_desc,"Reward: 41,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,41750,UEC,300,,2,36766cd8-8a93-417b-937e-3e2b90eff6e2,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_stanton_smallgrade.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Stanton2_SmallGrade,HaulCargo_AtoB_desc,"Reward: 34,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,34500,UEC,300,,2,93bafd51-f589-4916-9f6a-07ad8ea67bc5,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_stanton2_smallgrade.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Stanton2_SmallGrade1,HaulCargo_AtoB_desc,"Reward: 37,250 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,37250,UEC,300,,2,cbf5689c-e850-4a76-a3f5-5de4433aa2b4,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_stanton2_smallgrade1.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Stanton2_SmallGrade2,HaulCargo_AtoB_desc,"Reward: 37,250 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,37250,UEC,300,,2,d96b8f30-72e7-4a8d-8962-1acb5abcffab,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_stanton2_smallgrade2.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Stanton2,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,ffe4bfdd-46a5-44dc-8b4e-b6ef5b1595a4,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_stanton2.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Stanton4_SmallGrade,HaulCargo_AtoB_desc,"Reward: 34,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,34500,UEC,300,,2,2b492390-3bad-42cc-bfa7-b7ed41c09adc,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_stanton4_smallgrade.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Stanton4_SmallGrade1,HaulCargo_AtoB_desc,"Reward: 52,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,52500,UEC,300,,3,ccf1db87-194a-4935-822d-50aa8900fd81,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_stanton4_smallgrade1.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Stanton4_SmallGrade2,HaulCargo_AtoB_desc,"Reward: 45,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,45000,UEC,300,,3,ec6f00a8-d11c-4bea-b3d4-17c4a2b8ee4a,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_stanton4_smallgrade2.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Stanton4_SmallGrade3,HaulCargo_AtoB_desc,"Reward: 52,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,52500,UEC,300,,3,d17bc287-4225-405c-b44c-a6499a6f21f0,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_stanton4_smallgrade3.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Stanton4_SmallGrade4,HaulCargo_AtoB_desc,"Reward: 37,250 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,37250,UEC,300,,2,e744aa69-41c7-4f42-8ba6-1ee53705cb21,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_stanton4_smallgrade4.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Stanton4_SmallGrade5,HaulCargo_AtoB_desc,"Reward: 37,250 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,37250,UEC,300,,2,a59bc8b3-5bd5-4377-a7e0-808ed144450a,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_stanton4_smallgrade5.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_Stanton4,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,11246cf7-9cd4-4311-aef6-de099aebe41b,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_stanton4.xml
HaulCargo_AToB_Processed_AgriculturalSupplies_TEMPLATE,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,fecf061a-99ab-4479-b9db-14a7510572b9,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_agriculturalsupplies_template.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton1_SmallGrade,HaulCargo_AtoB_desc,"Reward: 43,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,43750,UEC,300,,2,9f97fd2d-374f-447d-81c0-64c275378641,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton1_smallgrade.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton1_SmallGrade1,HaulCargo_AtoB_desc,"Reward: 41,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,41500,UEC,300,,2,dad9ecb4-3443-4d11-bbbf-14872c1b9f10,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton1_smallgrade1.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton1_SmallGrade2,HaulCargo_AtoB_desc,"Reward: 60,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,60750,UEC,300,,3,2ffbc8ce-75fc-41b1-acbe-0d75ff5a1c8a,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton1_smallgrade2.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton1_SupplyGrade,HaulCargo_AtoB_desc,"Reward: 163,250 aUEC\nTime Limit: 480 min\nCooldown: 10 min",10 min,163250,UEC,480,,2,3ea3f3f2-c8eb-4abb-9d75-d1544e03688a,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton1_supplygrade.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton1,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,48818940-ff7e-4e8a-b673-760e3597196e,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton1.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton2_SmallGrade,Covalex_HaulCargo_AtoB_desc_ProcessedFood_Stanton2,"Reward: 40,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,40750,UEC,300,,2,b7c9c5cc-c0ae-4ca4-aa03-1e8e778b3d71,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton2_smallgrade.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton2_SupplyGrade,Covalex_HaulCargo_AtoB_desc_ProcessedFood_Stanton2,"Reward: 163,250 aUEC\nTime Limit: 480 min\nCooldown: 10 min",10 min,163250,UEC,480,,2,02eadcd8-3e6f-4067-80a0-c07e52a3ae5a,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton2_supplygrade.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton2,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,bcb2cfe4-7187-4d1d-9c6a-a5a9e40a9dce,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton2.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton3_SmallGrade,HaulCargo_AtoB_desc,"Reward: 45,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,45500,UEC,300,,2,64d4d658-8dc6-456a-8565-d4c16b7ab332,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton3_smallgrade.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton3,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,eeb2c5f0-6cbb-4737-adac-9a2e3bda96be,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton3.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton4_SmallGrade,HaulCargo_AtoB_desc,"Reward: 43,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,43750,UEC,300,,2,431bf6a2-203a-459b-8b15-dd0f02c66efc,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton4_smallgrade.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton4_SmallGrade1,HaulCargo_AtoB_desc,"Reward: 43,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,43750,UEC,300,,2,7c8b7fca-62cc-472e-b82f-c4972a954f57,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton4_smallgrade1.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton4_SmallGrade2,HaulCargo_AtoB_desc,"Reward: 49,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,49500,UEC,300,,2,90b81cd8-1ec5-4906-ae19-b2ba4348fcfe,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton4_smallgrade2.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton4_SmallGrade3,HaulCargo_AtoB_desc,"Reward: 60,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,60750,UEC,300,,3,193b5c65-0f18-4b52-b990-3fdea0d5ea67,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton4_smallgrade3.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton4_SupplyGrade,HaulCargo_AtoB_desc,"Reward: 163,250 aUEC\nTime Limit: 480 min\nCooldown: 10 min",10 min,163250,UEC,480,,2,532d438e-88ce-462b-a35c-1cf95c4c94f5,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton4_supplygrade.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_Stanton4,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,20e890da-3a38-4287-86fd-0727a93bbaf9,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_stanton4.xml
HaulCargo_AToB_Processed_Mixed_PressIceProcFood_TEMPLATE,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,ea2c85ae-c74a-453b-befc-0adb292cf64c,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_pressiceprocfood_template.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton1_SmallGrade,HaulCargo_AtoB_desc,"Reward: 60,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,60750,UEC,300,,3,c7321b8f-fd34-409d-9f66-c68de331ca99,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton1_smallgrade.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton1_SupplyGrade,HaulCargo_AtoB_desc,"Reward: 160,500 aUEC\nTime Limit: 420 min\nCooldown: 10 min",10 min,160500,UEC,420,,2,cff89dcd-a21d-4622-93d0-039b39c774d1,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton1_supplygrade.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton1_SupplyGrade1,HaulCargo_AtoB_desc,"Reward: 163,250 aUEC\nTime Limit: 480 min\nCooldown: 10 min",10 min,163250,UEC,480,,2,e779826c-4eb5-4204-8474-a131c2a5bdb9,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton1_supplygrade1.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton1_SupplyGrade2,HaulCargo_AtoB_desc,"Reward: 160,250 aUEC\nTime Limit: 480 min\nCooldown: 10 min",10 min,160250,UEC,480,,2,aedfbcc7-5470-4132-be7b-1bf86b2e9a75,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton1_supplygrade2.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton1,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,479fe3f6-6a1a-4dd5-afbc-fbd6757cc60b,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton1.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton2_SupplyGrade,HaulCargo_AtoB_desc,"Reward: 160,500 aUEC\nTime Limit: 420 min\nCooldown: 10 min",10 min,160500,UEC,420,,2,a0ee234d-c41e-46d0-91c8-6371d013e15d,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton2_supplygrade.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton2_SupplyGrade1,HaulCargo_AtoB_desc,"Reward: 159,750 aUEC\nTime Limit: 420 min\nCooldown: 10 min",10 min,159750,UEC,420,,2,a78af808-d66b-448f-aa79-1871c2789dbc,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton2_supplygrade1.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton2,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,78c327d2-82d1-45ca-8d9b-9363da43b5cd,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton2.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton3_SupplyGrade,HaulCargo_AtoB_desc,"Reward: 160,500 aUEC\nTime Limit: 420 min\nCooldown: 10 min",10 min,160500,UEC,420,,2,2bfdd60d-dc04-48c8-b167-83bc3b764efa,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton3_supplygrade.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton3_SupplyGrade1,HaulCargo_AtoB_desc,"Reward: 163,500 aUEC\nTime Limit: 480 min\nCooldown: 10 min",10 min,163500,UEC,480,,2,f53a3237-1ab0-4f69-8ee9-23028eeb3fba,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton3_supplygrade1.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton3,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,4d8fa0cd-cc04-47b8-a6a9-3a0beef5d1f8,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton3.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton4_SmallGrade,HaulCargo_AtoB_desc,"Reward: 60,750 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,60750,UEC,300,,3,2fa6bd2f-1ae6-4f83-a1bf-510bb63975b9,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton4_smallgrade.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton4_SupplyGrade,HaulCargo_AtoB_desc,"Reward: 160,500 aUEC\nTime Limit: 420 min\nCooldown: 10 min",10 min,160500,UEC,420,,2,aefff9fa-2d30-4247-ad46-c7924726756e,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton4_supplygrade.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton4_SupplyGrade1,HaulCargo_AtoB_desc,"Reward: 163,250 aUEC\nTime Limit: 480 min\nCooldown: 10 min",10 min,163250,UEC,480,,2,e32658b5-64e8-47b8-b6cc-b3d94cda5663,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton4_supplygrade1.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton4_SupplyGrade2,HaulCargo_AtoB_desc,"Reward: 166,500 aUEC\nTime Limit: 480 min\nCooldown: 10 min",10 min,166500,UEC,480,,2,4de0c2d6-00bf-4ca5-9f7e-9c1555e47181,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton4_supplygrade2.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_Stanton4,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,d8492be3-2e91-4e02-880b-f1332aa69ce0,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_stanton4.xml
HaulCargo_AToB_Processed_Mixed_QTFuelHydroFuelShipAmmo_TEMPLATE,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,84ab0626-06b0-4f16-97c3-bb9b31981090,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_qtfuelhydrofuelshipammo_template.xml
HaulCargo_AToB_Processed_Mixed_TEMPLATE,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,b6612b7c-46ee-4446-aa26-a03311c82d6a,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_mixed_template.xml
HaulCargo_AToB_Processed_PressurizedIce_CrossStanton,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,cba3e1d9-9254-41a7-9f57-3e8c40944bdf,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_pressurizedice_crossstanton.xml
HaulCargo_AToB_Processed_PressurizedIce_Interstellar_BulkGrade,Covalex_HaulCargo_AToB_Stanton_Interstellar,"Reward: 267,250 aUEC\nTime Limit: 360 min\nCooldown: 20 min",20 min,267250,UEC,360,,3,39604011-352e-4e24-9f44-a48eae32e9cf,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_pressurizedice_interstellar_bulkgrade.xml
HaulCargo_AToB_Processed_PressurizedIce_Interstellar_SupplyGrade,HaulCargo_AtoB_desc,"Reward: 163,500 aUEC\nTime Limit: 480 min\nCooldown: 10 min",10 min,163500,UEC,480,,2,0b98fca1-6ab2-49b7-b713-5ed1f85e5160,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_pressurizedice_interstellar_supplygrade.xml
HaulCargo_AToB_Processed_PressurizedIce_Interstellar,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,5a57266a-1c18-41eb-bdd7-72ba37400e22,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_pressurizedice_interstellar.xml
HaulCargo_AToB_Processed_PressurizedIce_Stanton_SmallGrade,HaulCargo_AtoB_desc,"Reward: 52,250 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,52250,UEC,300,,2,78244ebb-3f38-4ca4-92b6-dfb5a8a619a8,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_pressurizedice_stanton_smallgrade.xml
HaulCargo_AToB_Processed_PressurizedIce_Stanton_SupplyGrade,HaulCargo_AtoB_desc,"Reward: 165,250 aUEC\nTime Limit: 480 min\nCooldown: 10 min",10 min,165250,UEC,480,,2,f49ec3b4-4dd9-4c73-9cbf-f37035065221,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_pressurizedice_stanton_supplygrade.xml
HaulCargo_AToB_Processed_PressurizedIce_Stanton_SupplyGrade1,HaulCargo_AtoB_desc,"Reward: 162,250 aUEC\nTime Limit: 480 min\nCooldown: 10 min",10 min,162250,UEC,480,,2,a800e687-a979-4d91-84e8-292410fbc0d5,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_pressurizedice_stanton_supplygrade1.xml
HaulCargo_AToB_Processed_PressurizedIce_Stanton2_SmallGrade,HaulCargo_AtoB_desc,"Reward: 53,500 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,53500,UEC,300,,3,51914114-848f-4bca-af6a-af3f2df9f012,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_pressurizedice_stanton2_smallgrade.xml
HaulCargo_AToB_Processed_PressurizedIce_Stanton2,HaulCargo_AtoB_desc,"Reward: 10,000 aUEC\nTime Limit: 300 min\nCooldown: 5 min",5 min,10000,UEC,300,,2,d9b9ce57-9dc6-4aaa-af02-07bc3005504e,libs/foundry/records/missionbroker/pu_missions/cargo/haulcargo_atob_processed_pressurizedice_stanton2.xml
