Template Class,Contract Class Type,Owner GUID,Owner Class,Display Type GUID,Display Type Class,Illegal,Show Life Time In MobiGlas,Pre Show Objectives,Has Complete Button,Handles Abandon Request,Can Be Shared,Display Allied Markers,Only Owner Can Complete,Fail If Sent To Prison,Fail If Became Criminal,Fail If Leave Prison,Mission Completion Time,Mission Auto End,Mission Result After Timer End,Remaining Time To Show Timer,Objective Count,Mission Property Count,Objective Handler Types,Objective Handler Modules,Objective Display Keys,Travel Objective Keys,Return Objective Keys,Override Mission Details Keys,Nav Point Name Keys,String Hash Keys,Location Tag GUIDs,Location Tag Classes,Record GUID,Record Path
ClearCrimestat,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,0,1,0,1,0,0,0,0,Failed,0,1,18,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/Deliveries/CrimestatRemovalDelivery.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,delivery_missionitem,26a74295-7871-4373-bf9a-d329e4c815cc | af273dd8-d63e-4d11-b40a-4a26165b1cb8, | ,b6e8c7af-ff1f-4682-9571-ca3d1e7ea1b1,libs/foundry/records/contracts/contracttemplates/clearcrimestat.xml
ClearCrimestat,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,0,1,0,1,0,0,0,0,Failed,0,1,18,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/Deliveries/CrimestatRemovalDelivery.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,delivery_missionitem,26a74295-7871-4373-bf9a-d329e4c815cc | af273dd8-d63e-4d11-b40a-4a26165b1cb8, | ,b6e8c7af-ff1f-4682-9571-ca3d1e7ea1b1,libs/foundry/records/contracts/contracttemplates/clearcrimestat.xml
CommArray_Hack,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,62f92440-202a-43d3-9cb8-b917d4e4a102,Mercenary,1,1,0,0,0,1,1,0,1,0,0,90,1,Failed,0,2,9,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/CommArray/CommArray_Hack.xml,,TravelObjective_Long1 | TravelObjective_Short1,ReturnObjective_Long | ReturnObjective_Short,,,commarray_hack_danger_0001 | commarray_hack_danger_0002 | commarray_hack_danger_0003 | commarray_hack_danger_0004 | delivery_missionitem | mission_client_0020 | mission_client_0021 | mission_client_0022 | mission_client_0023 | mission_client_0026 | mission_client_0027 | mission_client_0028 | mission_client_0029,,,1ce47f66-194a-4f15-aeee-c475b682476a,libs/foundry/records/contracts/contracttemplates/commarray_hack.xml
CommArray_Hack,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,62f92440-202a-43d3-9cb8-b917d4e4a102,Mercenary,1,1,0,0,0,1,1,0,1,0,0,90,1,Failed,0,2,9,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/CommArray/CommArray_Hack.xml,,TravelObjective_Long1 | TravelObjective_Short1,ReturnObjective_Long | ReturnObjective_Short,,,commarray_hack_danger_0001 | commarray_hack_danger_0002 | commarray_hack_danger_0003 | commarray_hack_danger_0004 | delivery_missionitem | mission_client_0020 | mission_client_0021 | mission_client_0022 | mission_client_0023 | mission_client_0026 | mission_client_0027 | mission_client_0028 | mission_client_0029,,,1ce47f66-194a-4f15-aeee-c475b682476a,libs/foundry/records/contracts/contracttemplates/commarray_hack.xml
CommArray_Repair,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fdade1c8-6b0c-444d-9209-33d922a8ca78,Maintenance,0,1,0,0,0,1,1,0,1,1,0,90,1,Failed,0,1,6,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/CommArray/CommArray_Repair.xml,,commarray_repair_obj_long_01 | commarray_repair_obj_marker_01 | commarray_repair_obj_short_01,ReturnObjective_Long | ReturnObjective_Short,,,,,,ab38e466-f621-4c06-a8cd-610d1f2766c0,libs/foundry/records/contracts/contracttemplates/commarray_repair.xml
CommArray_Repair,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,fdade1c8-6b0c-444d-9209-33d922a8ca78,Maintenance,0,1,0,0,0,1,1,0,1,1,0,90,1,Failed,0,1,6,ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/CommArray/CommArray_Repair.xml,,commarray_repair_obj_long_01 | commarray_repair_obj_marker_01 | commarray_repair_obj_short_01,ReturnObjective_Long | ReturnObjective_Short,,,,,,ab38e466-f621-4c06-a8cd-610d1f2766c0,libs/foundry/records/contracts/contracttemplates/commarray_repair.xml
Courier_1box,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,1,1,0,0,0,0,0,0,Failed,0,1,9,ObjectiveHandler_Hauling,,,,,,,,,,73d3ab61-83f1-4988-b88c-5850203edc1d,libs/foundry/records/contracts/contracttemplates/courier_1box.xml
Courier_1box,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,1,1,0,0,0,0,0,0,Failed,0,1,9,ObjectiveHandler_Hauling,,,,,,,,,,73d3ab61-83f1-4988-b88c-5850203edc1d,libs/foundry/records/contracts/contracttemplates/courier_1box.xml
Courier_3boxes,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,1,1,0,0,0,0,0,0,Failed,0,1,11,ObjectiveHandler_Hauling,,,,,,,,,,e635840d-8f34-45a0-8fde-304bda309371,libs/foundry/records/contracts/contracttemplates/courier_3boxes.xml
Courier_3boxes,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,1,1,0,0,0,0,0,0,Failed,0,1,11,ObjectiveHandler_Hauling,,,,,,,,,,e635840d-8f34-45a0-8fde-304bda309371,libs/foundry/records/contracts/contracttemplates/courier_3boxes.xml
Courier_4boxes,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,1,1,0,0,0,0,0,0,Failed,0,1,12,ObjectiveHandler_Hauling,,,,,,,,,,7553121b-da5e-4479-8a9d-c6607164c7ca,libs/foundry/records/contracts/contracttemplates/courier_4boxes.xml
Courier_4boxes,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,1,1,0,0,0,0,0,0,Failed,0,1,12,ObjectiveHandler_Hauling,,,,,,,,,,7553121b-da5e-4479-8a9d-c6607164c7ca,libs/foundry/records/contracts/contracttemplates/courier_4boxes.xml
Courier_5boxes,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,1,1,0,0,0,0,0,0,Failed,0,1,13,ObjectiveHandler_Hauling,,,,,,,,,,b33d5dd5-350b-47d9-b563-6bca13d8d137,libs/foundry/records/contracts/contracttemplates/courier_5boxes.xml
Courier_5boxes,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,1,1,0,0,0,0,0,0,Failed,0,1,13,ObjectiveHandler_Hauling,,,,,,,,,,b33d5dd5-350b-47d9-b563-6bca13d8d137,libs/foundry/records/contracts/contracttemplates/courier_5boxes.xml
Courier_Goto_ExcLocker_Lawful,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,8,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,0be53f7b-8e11-49ab-b350-ca7184d68d78,libs/foundry/records/contracts/contracttemplates/courier_goto_exclocker_lawful.xml
Courier_Goto_ExcLocker_Lawful,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,8,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,0be53f7b-8e11-49ab-b350-ca7184d68d78,libs/foundry/records/contracts/contracttemplates/courier_goto_exclocker_lawful.xml
Courier_Goto_ExcLocker,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,8,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,7dc55ea2-4463-4e4d-ad8c-24b3afad0581,libs/foundry/records/contracts/contracttemplates/courier_goto_exclocker.xml
Courier_Goto_ExcLocker,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,8,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,7dc55ea2-4463-4e4d-ad8c-24b3afad0581,libs/foundry/records/contracts/contracttemplates/courier_goto_exclocker.xml
Courier_Goto_FreightElevator,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,8,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,cf33dca5-c30d-4ba0-a00f-f00e50f08e9e,libs/foundry/records/contracts/contracttemplates/courier_goto_freightelevator.xml
Courier_Goto_FreightElevator,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,8,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,cf33dca5-c30d-4ba0-a00f-f00e50f08e9e,libs/foundry/records/contracts/contracttemplates/courier_goto_freightelevator.xml
Courier_Goto_MedicalDropoff,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,8,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,1ee38e2f-22a1-424a-b6fa-d331702d5d16,libs/foundry/records/contracts/contracttemplates/courier_goto_medicaldropoff.xml
Courier_Goto_MedicalDropoff,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,8,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,1ee38e2f-22a1-424a-b6fa-d331702d5d16,libs/foundry/records/contracts/contracttemplates/courier_goto_medicaldropoff.xml
Courier_Goto_ShipCombatEncounter_ExcLocker_Lawful,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,3,15,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml | Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,0123b4ee-982b-4d95-95f8-95648f8e2118,libs/foundry/records/contracts/contracttemplates/courier_goto_shipcombatencounter_exclocker_lawful.xml
Courier_Goto_ShipCombatEncounter_ExcLocker_Lawful,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,3,15,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml | Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,0123b4ee-982b-4d95-95f8-95648f8e2118,libs/foundry/records/contracts/contracttemplates/courier_goto_shipcombatencounter_exclocker_lawful.xml
Courier_Goto_ShipCombatEncounter_ExcLocker_Unlawful,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,3,15,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml | Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,0adc7854-9916-4f9c-be66-b3c73b88f08d,libs/foundry/records/contracts/contracttemplates/courier_goto_shipcombatencounter_exclocker_unlawful.xml
Courier_Goto_ShipCombatEncounter_ExcLocker_Unlawful,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,3,15,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml | Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,0adc7854-9916-4f9c-be66-b3c73b88f08d,libs/foundry/records/contracts/contracttemplates/courier_goto_shipcombatencounter_exclocker_unlawful.xml
Courier_Goto_ShipCombatEncounter_ExcLocker,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,3,15,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml | Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,0500f5c6-4deb-4b0c-acd1-77b25841c0c4,libs/foundry/records/contracts/contracttemplates/courier_goto_shipcombatencounter_exclocker.xml
Courier_Goto_ShipCombatEncounter_ExcLocker,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,3,15,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml | Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,0500f5c6-4deb-4b0c-acd1-77b25841c0c4,libs/foundry/records/contracts/contracttemplates/courier_goto_shipcombatencounter_exclocker.xml
Courier_Goto_ShipCombatEncounter_FreightElevator,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,3,15,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml | Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,d0c395d8-50a6-4a89-a857-799af011c070,libs/foundry/records/contracts/contracttemplates/courier_goto_shipcombatencounter_freightelevator.xml
Courier_Goto_ShipCombatEncounter_FreightElevator,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,3,15,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml | Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,d0c395d8-50a6-4a89-a857-799af011c070,libs/foundry/records/contracts/contracttemplates/courier_goto_shipcombatencounter_freightelevator.xml
Courier_Goto_ShipCombatEncounter,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,3,15,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml | Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,9f3f5be5-2138-4447-a4b3-0975bdd38145,libs/foundry/records/contracts/contracttemplates/courier_goto_shipcombatencounter.xml
Courier_Goto_ShipCombatEncounter,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,3,15,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml | Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,9f3f5be5-2138-4447-a4b3-0975bdd38145,libs/foundry/records/contracts/contracttemplates/courier_goto_shipcombatencounter.xml
Courier_Goto_Unlawful,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,8,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,2a7bc1ea-40d4-4414-a80c-437b104b8a6c,libs/foundry/records/contracts/contracttemplates/courier_goto_unlawful.xml
Courier_Goto_Unlawful,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,8,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,2a7bc1ea-40d4-4414-a80c-437b104b8a6c,libs/foundry/records/contracts/contracttemplates/courier_goto_unlawful.xml
Courier_Goto,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,8,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,54b785ad-2000-42bd-87b6-f74c88d04b02,libs/foundry/records/contracts/contracttemplates/courier_goto.xml
Courier_Goto,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,8,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,54b785ad-2000-42bd-87b6-f74c88d04b02,libs/foundry/records/contracts/contracttemplates/courier_goto.xml
Courier_MultiToSingle,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,1,1,0,0,0,0,0,0,Failed,0,1,16,ObjectiveHandler_Hauling,,,,,,,,,,693113dc-4162-415d-95c3-0e5129d94534,libs/foundry/records/contracts/contracttemplates/courier_multitosingle.xml
Courier_MultiToSingle,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,0,0,0,1,1,0,0,0,0,0,0,Failed,0,1,16,ObjectiveHandler_Hauling,,,,,,,,,,693113dc-4162-415d-95c3-0e5129d94534,libs/foundry/records/contracts/contracttemplates/courier_multitosingle.xml
Courier_SCU_Goto_ShipCombatEncounter,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,3,16,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml | Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,e29300bf-7d66-4122-936c-d394c8907141,libs/foundry/records/contracts/contracttemplates/courier_scu_goto_shipcombatencounter.xml
Courier_SCU_Goto_ShipCombatEncounter,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,3,16,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml | Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,e29300bf-7d66-4122-936c-d394c8907141,libs/foundry/records/contracts/contracttemplates/courier_scu_goto_shipcombatencounter.xml
Courier_SCU_Goto,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,9,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,c5c9e3f0-06ba-4eba-99ea-047e336fac6c,libs/foundry/records/contracts/contracttemplates/courier_scu_goto.xml
Courier_SCU_Goto,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,9,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Missions/FacilityDelve/GoToObjective.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,c5c9e3f0-06ba-4eba-99ea-047e336fac6c,libs/foundry/records/contracts/contracttemplates/courier_scu_goto.xml
Courier_SCU_ShipCombatEncounter,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,16,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,ef9e5aac-b712-4f16-8024-3ae418d42289,libs/foundry/records/contracts/contracttemplates/courier_scu_shipcombatencounter.xml
Courier_SCU_ShipCombatEncounter,ContractClass_Contract,300dcbf0-d201-465b-a7be-af7e15a0a512,MDT,8abbd704-6207-4ca4-9cd4-d9f0362cec64,Delivery,0,1,1,0,0,1,1,0,0,0,0,0,0,Failed,0,2,16,ObjectiveHandler_Hauling | ObjectiveHandler_Local,Libs/Subsumption/Missions/PU/Modules/SpawnShipCombatEncounter/SpawnShipCombatEncounter_ShipLocationDefence.xml,,TravelObjective_Long | TravelObjective_Short,ReturnObjective_Long | ReturnObjective_Short,,,,,,ef9e5aac-b712-4f16-8024-3ae418d42289,libs/foundry/records/contracts/contracttemplates/courier_scu_shipcombatencounter.xml
